-4.332786346940363242e-01 -3.409886593675329203e-01 -3.337611073446771215e-01 -3.562513882230872175e-01 -3.660150122243167048e-01 -4.115463346502895026e-01 -3.842745659376011758e-01 -3.720880592342297732e-01 -3.775104362657282775e-01 -3.679596490016738275e-01
-3.057062747504185052e-01 -3.646591047567652177e-01 -3.526275617023653108e-01 -3.127451530485008124e-01 -3.200432041713581199e-01 -3.642198404523577793e-01 -3.781278095721458121e-01 -3.291518983270074750e-01 -3.238793837676586240e-01 -2.895547035842040984e-01
3.032113847286349029e-01 1.563643555157903098e-01 2.511034377925339123e-01 2.563020653994415032e-01 3.500081246736825857e-01 5.614210922384106350e-01 4.129415721030182951e-02 3.124044038251935773e-01 3.785116539321614071e-01 4.296986905449671212e-01
-8.447745120136616881e-02 -1.628024143404031010e-01 -1.196510878008702067e-01 2.920590725560168188e-02 3.825125551627616555e-02 1.444747133513924094e-02 5.766835905697842435e-02 -2.892083501655348110e-01 5.966004073675267722e-02 1.044697967551477952e-01
3.730929868688934725e-01 3.847136485061741773e-01 3.892839102300015841e-01 2.999736046232289177e-01 3.067906716008391155e-01 4.460589618127110967e-01 4.338380041234760065e-01 -7.618122329026177919e-02 4.865718833944456811e-01 2.583689032007570052e-01
-2.668638589901501934e-01 -1.346262318496568022e-01 -7.996536209406579498e-02 -2.310666600835915019e-01 -2.334262115683009009e-01 -1.560415474265721136e-01 5.506999360260143028e-01 -1.195242343429707976e-01 -5.089545116986805146e-02 -1.292978750807317022e-02
-3.851670990426506180e-01 -3.065665212827717867e-01 -3.456175097947613017e-01 -3.450636659768033798e-01 -3.331407768024545191e-01 -3.452213053672835152e-01 -3.584421317854235012e-01 -4.306093640206776763e-01 -4.391185864627731861e-01 -3.677010304544737762e-01
4.692481207517229524e-01 3.709817878262702262e-01 3.615377244330003070e-01 4.813225828378204785e-01 4.459484525961300849e-01 9.704668639301328170e-02 3.204522154685108259e-01 4.168172454218779244e-01 4.474263318558651115e-01 4.362909336871588217e-01
-4.166897080725289748e-01 -4.304337175404434057e-01 -4.779623916061270794e-01 -4.827983583506603171e-01 -5.241658432063474038e-01 -5.671498538736494677e-01 -5.537394267423545458e-01 -5.121966737649636947e-01 -4.426652784931843776e-01 -4.199785930452720195e-01
1.253434159845603080e-01 1.835976472925799630e-01 1.795860250612772990e-01 1.827174690168452131e-01 1.564997799618546015e-01 1.495764245798288095e-01 3.218032918178646007e-01 -2.670115767406269214e-01 2.747626324907734841e-01 2.597434356690500046e-01
