-9.963756153023636264e-01 -9.972903236658280379e-01 -9.961981542249348509e-01 -9.962325202502192445e-01 -9.944679779215443993e-01 -9.916574974068206316e-01 -9.957768110513931514e-01 -9.982957656642231781e-01 -9.975449383180575724e-01 -9.962521083242343867e-01
-9.525262658265021276e-01 -9.583755247504888164e-01 -9.874583236118755769e-01 -9.944936021744588128e-01 -9.889111469378372155e-01 -9.875542590742968363e-01 -9.936987865204027770e-01 -9.944920288321700275e-01 -9.948979587604379615e-01 -9.957604483202867618e-01
-9.956480150915058003e-01 -9.891372780438163481e-01 -9.884148891900139677e-01 -9.916985360114966008e-01 -9.863106359074216289e-01 -9.852708792420050710e-01 -9.896073063075108145e-01 -9.933321058898684219e-01 -9.965538404120883875e-01 -9.961667369820134121e-01
-9.570654692211075787e-01 -9.839420677678729632e-01 -9.835899409310679964e-01 -9.837889345219411608e-01 -9.818750315102812154e-01 -9.821945994143921332e-01 -9.872987319107727755e-01 -9.949959119166940091e-01 -9.917126230192141456e-01 -9.743068765425020317e-01
-9.963756153023636264e-01 -9.972903236658280379e-01 -9.961981542249348509e-01 -9.962325202502192445e-01 -9.944679779215443993e-01 -9.916574974068206316e-01 -9.957768110513931514e-01 -9.982957656642231781e-01 -9.975449383180575724e-01 -9.962521083242343867e-01
-9.814183218099044037e-01 -9.858007102842659686e-01 -9.928829839499235810e-01 -9.952783059764511719e-01 -9.897806536272856226e-01 -9.824268353245253493e-01 -9.821586445239202101e-01 -9.883805919338948254e-01 -9.933924194061481971e-01 -9.904735602371119718e-01
-9.281226005766431975e-01 -9.405574320466644211e-01 -9.735566300574980403e-01 -9.877961625097527731e-01 -9.908784477848876504e-01 -9.795020630232688097e-01 -9.663370403692261856e-01 -9.719276274662361770e-01 -9.915047573134844194e-01 -9.820041804729665591e-01
-9.062477493308613852e-01 -9.823349692496543550e-01 -9.919107938094916532e-01 -9.931002774042544390e-01 -9.910603565861358932e-01 -9.834144391339644242e-01 -9.792195523956184200e-01 -9.827358043818992250e-01 -9.941814037439520302e-01 -9.912750722867872399e-01
-9.737689677557136436e-01 -9.967028132360685744e-01 -9.963550436594927895e-01 -8.643698591264246112e-01 -8.454542614951138235e-01 -8.024760959083391265e-01 -9.741561327974237461e-01 -9.858057262779091889e-01 -9.956424381663487866e-01 -9.967419282808771541e-01
-9.596420759398414102e-01 -9.762427985767767602e-01 -9.764318762676960084e-01 -9.788296778878997628e-01 -9.963279562249740540e-01 -9.965565109878196104e-01 -9.965293237568512152e-01 -9.965931707742418100e-01 -9.977708471279014280e-01 -9.990291267199560288e-01
-9.849290576871919667e-01 -9.873543688047543565e-01 -9.932880589924968362e-01 -9.938547474325449826e-01 -9.941790951873441529e-01 -9.932528781107223814e-01 -9.938447316291290079e-01 -9.956855652551050984e-01 -9.948965978832123858e-01 -9.901932972760519869e-01
-9.930719941966740238e-01 -9.961674957485440185e-01 -9.966522951756564552e-01 -9.956644153676525999e-01 -9.947059010473308094e-01 -9.958967458068553880e-01 -9.957401210315683926e-01 -9.964774847504693778e-01 -9.957717188615475834e-01 -9.954281362035287684e-01
