1.11000e+02,1.10048e+02,1.09096e+02,1.09831e+02,1.09464e+02,1.09839e+02,1.09104e+02,1.11221e+02,1.11604e+02,1.11604e+02
7.32476e+01,7.27739e+01,7.27739e+01,7.16868e+01,7.11572e+01,6.98617e+01,6.88649e+01,7.03614e+01,7.16568e+01,7.27339e+01
8.64252e+01,8.72350e+01,9.03554e+01,9.07228e+01,9.12065e+01,9.00073e+01,9.06403e+01,9.11403e+01,9.01483e+01,8.93919e+01
6.63395e+01,6.74582e+01,6.98981e+01,7.25907e+01,7.55803e+01,7.55803e+01,7.28171e+01,7.00501e+01,7.01326e+01,7.03455e+01
9.02563e+01,8.90364e+01,8.71308e+01,8.67665e+01,8.76097e+01,8.97717e+01,8.86193e+01,8.82520e+01,8.65435e+01,8.74580e+01
8.18391e+01,8.14227e+01,8.17435e+01,8.37620e+01,8.35585e+01,8.13658e+01,7.78554e+01,7.73597e+01,7.75447e+01,7.87435e+01
9.28239e+01,9.17441e+01,9.06644e+01,9.34195e+01,9.52136e+01,9.86985e+01,9.86985e+01,9.77071e+01,9.42222e+01,9.28486e+01
8.68645e+01,8.59573e+01,8.60748e+01,8.63071e+01,8.80576e+01,8.69233e+01,8.69233e+01,8.66775e+01,8.72333e+01,8.71167e+01
8.75755e+01,8.69878e+01,8.60585e+01,8.60585e+01,8.53835e+01,8.51603e+01,8.48188e+01,8.56095e+01,8.51734e+01,8.52863e+01
7.34417e+01,7.41840e+01,7.44264e+01,7.42479e+01,7.62714e+01,7.84995e+01,7.69988e+01,7.37624e+01,7.30061e+01,7.47756e+01
8.93309e+01,8.85808e+01,8.74694e+01,8.73564e+01,8.66425e+01,8.71262e+01,8.74677e+01,8.71235e+01,8.59429e+01,8.58281e+01
8.84041e+01,8.75812e+01,8.72228e+01,8.66351e+01,8.68655e+01,8.73453e+01,8.81749e+01,8.79445e+01,8.78231e+01,8.79455e+01
8.04010e+01,8.15336e+01,8.22433e+01,8.29749e+01,8.39757e+01,8.51707e+01,8.57179e+01,8.41906e+01,8.18966e+01,8.01184e+01
8.68645e+01,8.58478e+01,8.65676e+01,8.65676e+01,8.77019e+01,8.58568e+01,8.71823e+01,8.77846e+01,9.00031e+01,8.89098e+01
7.98039e+01,7.94146e+01,7.86472e+01,7.87449e+01,7.93332e+01,7.96158e+01,7.82223e+01,7.75385e+01,7.71631e+01,7.73404e+01
1.07830e+02,1.09544e+02,1.09006e+02,1.11634e+02,1.10662e+02,1.12132e+02,1.10217e+02,1.10029e+02,1.09464e+02,1.09464e+02
6.63395e+01,6.74582e+01,6.98981e+01,7.25907e+01,7.55803e+01,7.55803e+01,7.28171e+01,7.00501e+01,7.01326e+01,7.03455e+01
7.03023e+01,7.08353e+01,7.15253e+01,7.05285e+01,6.84659e+01,6.74096e+01,6.83267e+01,7.07853e+01,7.17629e+01,7.16050e+01
1.13496e+02,1.11582e+02,1.10792e+02,1.10410e+02,1.11152e+02,1.09490e+02,1.08567e+02,1.08378e+02,1.10830e+02,1.11378e+02
1.00478e+02,9.59042e+01,9.20928e+01,9.19549e+01,9.23314e+01,9.34112e+01,9.36882e+01,9.64636e+01,9.76223e+01,9.64127e+01
7.25734e+01,7.18743e+01,7.04449e+01,6.83014e+01,6.88415e+01,7.05134e+01,7.15363e+01,7.16952e+01,7.09822e+01,7.10588e+01
1.11574e+02,1.09877e+02,1.09104e+02,1.09846e+02,1.11346e+02,1.11729e+02,1.12700e+02,1.11564e+02,1.11758e+02,1.10412e+02
8.48170e+01,8.38545e+01,8.39656e+01,8.40777e+01,8.56050e+01,8.49508e+01,8.46173e+01,8.41638e+01,8.38479e+01,8.40693e+01
8.58353e+01,8.59510e+01,8.53863e+01,8.63008e+01,8.56204e+01,8.61851e+01,8.50509e+01,8.44018e+01,8.35087e+01,8.37285e+01
8.38362e+01,8.32974e+01,8.32974e+01,8.49795e+01,8.40600e+01,8.40600e+01,8.24840e+01,8.39423e+01,8.34035e+01,8.52194e+01
7.00542e+01,7.01304e+01,7.11605e+01,7.26871e+01,7.33146e+01,7.27489e+01,7.19213e+01,7.09922e+01,7.06805e+01,7.02099e+01
6.93830e+01,7.01422e+01,7.04400e+01,6.93544e+01,6.76103e+01,6.61276e+01,6.64071e+01,6.76145e+01,6.85093e+01,6.86517e+01
7.18367e+01,7.05727e+01,6.83740e+01,6.71384e+01,6.65542e+01,6.94380e+01,7.18163e+01,7.15351e+01,6.79171e+01,6.54740e+01
6.27779e+01,6.38220e+01,6.66858e+01,6.86959e+01,7.07456e+01,7.04459e+01,7.09259e+01,7.25825e+01,7.45056e+01,7.52632e+01
8.96039e+01,9.18952e+01,9.53246e+01,9.58786e+01,9.62960e+01,9.78400e+01,9.74227e+01,9.71432e+01,9.73057e+01,9.47803e+01
1.23139e+02,1.14493e+02,1.04923e+02,1.08391e+02,1.08016e+02,1.09322e+02,1.11949e+02,1.12514e+02,1.11572e+02,1.11372e+02
